"統計名：","住民基本台帳人口移動報告 年報（実数）　2020年～"
"表番号：","10"
"表題：","男女，移動前の住所地（都道府県，21大都市）別転入者数－都道府県，市区町村（移動者）（2020年～）"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査していないため該当数値がないもの"
"-","定義上該当数値がないもの"

"","","","","","","","","","","/性別 コード","0","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","25000","滋賀県","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","26000","京都府","","11","7","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","27000","大阪府","","36","20","16"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","28000","兵庫県","","23","16","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","29000","奈良県","","8","7","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","30000","和歌山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","31000","鳥取県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","32000","島根県","","7","3","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","33000","岡山県","","8","5","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","34000","広島県","","7","6","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","35000","山口県","","5","2","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","36000","徳島県","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","37000","香川県","","4","2","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","38000","愛媛県","","8","5","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","39000","高知県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","40000","福岡県","","41","20","21"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","41000","佐賀県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","42000","長崎県","","12","7","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","43000","熊本県","","7","5","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","44000","大分県","","12","9","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","45000","宮崎県","","5","3","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","46000","鹿児島県","","20","12","8"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","47000","沖縄県","","1,424","703","721"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","00416","21大都市計","","218","132","86"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","01100","札幌市","","4","4","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","04100","仙台市","","7","5","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","11100","さいたま市","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","12100","千葉市","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","13100","東京都特別区部","","67","39","28"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","14100","横浜市","","23","15","8"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","14130","川崎市","","10","4","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","14150","相模原市","","4","1","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","15100","新潟市","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","22100","静岡市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","22130","浜松市","","6","3","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","23100","名古屋市","","14","12","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","26100","京都市","","8","5","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","27100","大阪市","","14","6","8"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","27140","堺市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","28100","神戸市","","10","9","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","33100","岡山市","","7","4","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","34100","広島市","","3","3","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","40100","北九州市","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","40130","福岡市","","21","9","12"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","43100","熊本市","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47329","西原町","2020000000","2020年","99300","移動前の住所地不詳","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","00999","総数","","5,651","2,876","2,775"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","01000","北海道","","49","35","14"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","02000","青森県","","4","1","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","03000","岩手県","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","04000","宮城県","","12","7","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","05000","秋田県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","06000","山形県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","07000","福島県","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","08000","茨城県","","26","19","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","09000","栃木県","","8","3","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","10000","群馬県","","7","4","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","11000","埼玉県","","79","43","36"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","12000","千葉県","","98","53","45"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","13000","東京都","","221","122","99"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","14000","神奈川県","","94","49","45"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","15000","新潟県","","7","1","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","16000","富山県","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","17000","石川県","","3","3","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","18000","福井県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","19000","山梨県","","3","3","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","20000","長野県","","12","5","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","21000","岐阜県","","10","6","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","22000","静岡県","","22","18","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","23000","愛知県","","96","46","50"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","24000","三重県","","15","9","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","25000","滋賀県","","15","8","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","26000","京都府","","28","13","15"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","27000","大阪府","","88","43","45"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","28000","兵庫県","","43","18","25"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","29000","奈良県","","16","6","10"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","30000","和歌山県","","7","2","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","31000","鳥取県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","32000","島根県","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","33000","岡山県","","9","5","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","34000","広島県","","12","7","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","35000","山口県","","8","5","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","36000","徳島県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","37000","香川県","","7","5","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","38000","愛媛県","","5","4","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","39000","高知県","","7","6","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","40000","福岡県","","123","64","59"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","41000","佐賀県","","4","2","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","42000","長崎県","","21","12","9"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","43000","熊本県","","25","12","13"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","44000","大分県","","13","8","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","45000","宮崎県","","28","12","16"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","46000","鹿児島県","","50","32","18"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","47000","沖縄県","","4,354","2,171","2,183"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","00416","21大都市計","","505","279","226"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","01100","札幌市","","15","8","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","04100","仙台市","","9","5","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","11100","さいたま市","","14","7","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","12100","千葉市","","9","5","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","13100","東京都特別区部","","164","95","69"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","14100","横浜市","","51","29","22"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","14130","川崎市","","24","11","13"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","14150","相模原市","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","15100","新潟市","","4","1","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","22100","静岡市","","7","5","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","22130","浜松市","","9","8","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","23100","名古屋市","","31","15","16"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","26100","京都市","","17","8","9"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","27100","大阪市","","46","23","23"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","27140","堺市","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","28100","神戸市","","9","3","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","33100","岡山市","","7","4","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","34100","広島市","","5","3","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","40100","北九州市","","16","10","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","40130","福岡市","","45","27","18"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","43100","熊本市","","17","8","9"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2021000000","2021年","99300","移動前の住所地不詳","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","00999","総数","","6,050","3,178","2,872"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","01000","北海道","","62","31","31"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","02000","青森県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","03000","岩手県","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","04000","宮城県","","17","11","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","05000","秋田県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","06000","山形県","","4","1","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","07000","福島県","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","08000","茨城県","","20","13","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","09000","栃木県","","7","4","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","10000","群馬県","","13","7","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","11000","埼玉県","","84","48","36"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","12000","千葉県","","82","41","41"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","13000","東京都","","259","132","127"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","14000","神奈川県","","117","60","57"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","15000","新潟県","","6","1","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","16000","富山県","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","17000","石川県","","11","6","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","18000","福井県","","3","2","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","19000","山梨県","","5","2","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","20000","長野県","","16","9","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","21000","岐阜県","","17","11","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","22000","静岡県","","23","18","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","23000","愛知県","","106","63","43"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","24000","三重県","","26","11","15"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","25000","滋賀県","","11","8","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","26000","京都府","","33","16","17"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","27000","大阪府","","126","65","61"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","28000","兵庫県","","53","27","26"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","29000","奈良県","","16","10","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","30000","和歌山県","","2","2","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","31000","鳥取県","","3","3","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","32000","島根県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","33000","岡山県","","16","11","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","34000","広島県","","14","7","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","35000","山口県","","15","10","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","36000","徳島県","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","37000","香川県","","9","5","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","38000","愛媛県","","5","3","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","39000","高知県","","5","2","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","40000","福岡県","","119","75","44"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","41000","佐賀県","","8","5","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","42000","長崎県","","18","10","8"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","43000","熊本県","","24","13","11"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","44000","大分県","","10","5","5"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","45000","宮崎県","","16","12","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","46000","鹿児島県","","48","33","15"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","47000","沖縄県","","4,596","2,371","2,225"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","00416","21大都市計","","592","326","266"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","01100","札幌市","","22","10","12"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","04100","仙台市","","7","6","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","11100","さいたま市","","15","11","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","12100","千葉市","","26","15","11"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","13100","東京都特別区部","","203","103","100"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","14100","横浜市","","47","28","19"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","14130","川崎市","","37","18","19"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","14150","相模原市","","5","1","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","15100","新潟市","","3","0","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","22100","静岡市","","7","5","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","22130","浜松市","","8","7","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","23100","名古屋市","","29","17","12"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","26100","京都市","","20","8","12"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","27100","大阪市","","56","31","25"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","27140","堺市","","10","7","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","28100","神戸市","","9","7","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","33100","岡山市","","6","5","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","34100","広島市","","8","4","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","40100","北九州市","","20","13","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","40130","福岡市","","46","24","22"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","43100","熊本市","","8","6","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47340","島尻郡","2020000000","2020年","99300","移動前の住所地不詳","","9","9","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","00999","総数","","1,111","541","570"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","01000","北海道","","7","5","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","02000","青森県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","03000","岩手県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","04000","宮城県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","05000","秋田県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","06000","山形県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","07000","福島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","08000","茨城県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","09000","栃木県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","10000","群馬県","","5","3","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","11000","埼玉県","","22","11","11"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","12000","千葉県","","14","8","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","13000","東京都","","41","21","20"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","14000","神奈川県","","15","5","10"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","15000","新潟県","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","16000","富山県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","17000","石川県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","18000","福井県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","19000","山梨県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","20000","長野県","","6","3","3"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","21000","岐阜県","","4","3","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","22000","静岡県","","5","3","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","23000","愛知県","","25","10","15"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","24000","三重県","","6","4","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","25000","滋賀県","","3","1","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","26000","京都府","","8","2","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","27000","大阪府","","27","11","16"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","28000","兵庫県","","9","3","6"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","29000","奈良県","","6","2","4"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","30000","和歌山県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","31000","鳥取県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","32000","島根県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","33000","岡山県","","2","1","1"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","34000","広島県","","2","0","2"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","35000","山口県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","36000","徳島県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","37000","香川県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","38000","愛媛県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","39000","高知県","","0","0","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","40000","福岡県","","19","12","7"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","41000","佐賀県","","1","1","0"
"18","移動前の住所地別転入者数【人】","60000","移動者","47348","与那原町","2021000000","2021年","42000","長崎県","","5","2","3"
